review_title,review_details,customer_name,review_timestamp,row_id,sentiment,categories,keywords,summary
Meeting room cannot be booked,Meeting room cannot be bookedI tried to book the meeting room at the Eagleby branch. The website is not working so that you cannot put times in. I was told it would be fixed by Monday (today) but it is still not working. Nor are the Beenleigh and holmview branches working. I was told they have not been working for some time ( almost a month). Not sure when and if they will be fixed up.,Jacqueline dobson,11mo,183,negative,Equipment Availability,booking system broken | website not working | unfixed for a month,Meeting room booking website non-functional for multiple branches.
McDonalds Refused to serve Mobility Scooter,"McDonalds Refused to serve Mobility ScooterHaving tried to get the mobility scooter through the narrow front door, and finding it wouldn't fit as the turn angle was too tight, the obvious alternative was to use the drive through (as the scooter is a registered vehicle and insured for Queensland roads, with a licence plate). The manager in no uncertain terms, stated that the drive through was not for mobility scooters, and they would not serve people on them, in the drive through area. After explaining that the scooter couldn't get through their door, his rude reply was ""well we're not going to widen the door"". So is the home of the Happy Meal saying that disabled or mobility impaired people are not allowed any of that happiness ??",Tony G,11mo,184,negative,Staff Behavior | Drive-Thru Experience,refused service | mobility scooter | rude manager | inaccessible,Manager refused to serve customer on mobility scooter at drive-through.
Dirty store,"Dirty storeArrived at McDonald Pheasants Nest Friday morning 19th January, at about 10am, I purchased a large coffee & banana bread, also like other complainers NO receipt issued from machine.Food was great, coffee very hot and banana bread delicious.My complaint was finding a clean table.After eating and using restroom I spoke to Store Manager about the state of tables and also overflowing trash in, her response ‘I’m doing the best I can’. Unfortunately it wasn’t enough in my opinion.",Gloria,11mo,185,mixed,Cleanliness | Food Quality,great food | very hot coffee | dirty tables | overflowing trash,Excellent food quality but poor cleanliness and table maintenance.
Less of a burger,Less of a burgerMy Filet of fish burger had a quarter (if lucky) of a slice of plastic cheese on it with the smallest amount of tartare sauce..,Flash G.,11mo,186,negative,Food Quality | Portion Size,minimal cheese | sparse tartare sauce | inadequate portions,Fish burger severely under-portioned with minimal cheese and sauce.
Not Really Loving It,"Not Really Loving ItFirst time here at Cardiff McDonald’s , my order consisted of fries etc , however the fries were beyond crispy actually too well done and somewhat crunchy",Kaage,12mo,187,negative,Food Quality,fries over-cooked | too crispy | crunchy,Fries excessively cooked and too crispy.
Disgusting food,"Disgusting foodOrdered the new Aussie Angas Beef Deluxe on Saturday, got chicken nuggets. Rang to complain, very apologetic and offered a replacement order. Went in on Sunday to pick the order up, No Aussie Angas Deluxe, some digusting burgers with some meat, very dry bacon and BBQ sauce. Was very sick with food poisoning afterwards. Never order from McDonalds again.",louise.spencer,12mo,188,negative,Order Accuracy | Food Quality,wrong item delivered | dry bacon | food poisoning | replacement failed,"Wrong order delivered, replacement order also poor quality, resulted in food poisoning."
Delivery,DeliveryOne of the biggest takeaway company’s on the Sunshine Coast but yet the only take away company that doesn’t deliver in Bli Bli,Trish,12mo,189,negative,Delivery Service,no delivery available | Bli Bli area | limited service area,Delivery service unavailable in Bli Bli area despite company size.
Yarrawonga McDonalds the most filthy dirty and disgusting restaurant,"Yarrawonga McDonalds the most filthy dirty and disgusting restaurantI took my grand children there yesterday- it was absolutely disgusting- the whole restaurant was putrid - tables dirty, floors just disgusting, bins overflowing, behind the counter filthy and this is where they prepare the food! Toilets just awful but to top all that off the children’s play area was just disgusting. There is just no excuse - shut the store and clean it!",Di,12mo,190,negative,Cleanliness,filthy restaurant | dirty tables and floors | overflowing bins | filthy food preparation area | disgusting play area,"Restaurant was extremely dirty with filthy tables, floors, bins, food preparation area, and play area."
Toxic environment,"Toxic environmentThe worst place for a teenager to start their working career. With a daughter working at 3 different McDonalds in Brisbane, it's very clear this company has an issue with favouritism and toxicity related to poor management and training of its young ""managers"" who shouldn't be in charge of themselves let alone anyone else's children. Advice being, don't allow your young children to work here! It breeds terrible work ethic along with total misguidance on how management are expected to manage whilst guiding our children's entry into the workforce....Biggest mistake we ever made was allowing this to happen!",R.Mz,12mo,191,negative,Staff Behavior,toxic work environment | poor management | favouritism | inadequate training | unsuitable young managers,"McDonald's exhibits toxicity, favouritism, and poor management practices affecting teenage employees."
Disappointed,DisappointedWent to Maccas on Stebonheath Road Eyre to get 2 Ice cream Sundaes and they didn’t have any they had advertised on the board. Took ages to get served to walk out with nothing. Anyone wanting anything go elsewhere as it takes ages to get served then they only give you part of your order and have to wait to get the rest. In the meantime your order is getting cold. Won’t be back.,Barb,12mo,192,negative,Equipment Availability | Service Speed | Order Accuracy,advertised items unavailable | long wait times | slow service | incomplete orders | food getting cold,"Long wait times, unavailable advertised items, and incomplete orders resulted in cold food."
McFlurry,McFlurryBought two Tim tam McFlurrys $4.50 each and they were both half full what a waste of money,Brian,12mo,193,negative,Portion Size | Price Value,Tim tam McFlurry | half full | poor value | waste of money,"McFlurrys were half full for $4.50 each, representing poor value for money."
Support the supporters,"Support the supportersI'm a support worker and I often take my clients to McDonald's for coffee or a snack or meal because it's easy, because it's a fun environment and because the clients like it. It's a treat. However in my profession we need receipts to be able to claim tax on and to show accountability for what the client has bought with their own money. So many family restaurants I've visited lately In the Melbourne and Geelong area, and I presume It is the same All around the world, have seen the installation of the automated system wher... Read moree the customers order and payment can be taken at a screen. So many times I've found that the receipts are not available because they've run out in these machines. Why are they not being replaced. Also I can tell you that these screens are too high for someone in the wheelchair. I can tell you if I can't get a receipt I am less likely to visit as I'm trying to keep my own costs down. In the disability sector you will find an abundance of disposable income which will be taken elsewhere if the support workers are not comfortable in your environment. Please address this.",Karen N.,12mo,194,mixed,Equipment Availability | Cleanliness,automated ordering screens | missing receipts | wheelchair accessibility | disability inclusion,Enjoys McDonald's as a treat venue but frustrated by unavailable receipts in automated systems and poor wheelchair accessibility.
Sercive is dismal,"Sercive is dismalMooroolbark McDonalds has to be the worst store I have ever been in. It has taken me a while to get to writing this review but enough is enough. The staff is rude and the orders are always either mixed up or missing items. I went in and ordered a Big Mac meal to eat in and got a number, sat at my table and they called my number. When I showed them my number, the girl there looked so annoyed that she had to walk four feet to give the order, and it was in a bag, not on a tray as normal. so many people I have talked to have had th... Read moree same experience and refuse to go back. This store needs to be looked into. Seriously, Mooroolbark Mcdonald's needs someone there to keep the staff members in line and improve the service. Last time I will go there.",Cathy,12mo,195,negative,Staff Behavior | Order Accuracy | Service Speed,rude staff | mixed up orders | missing items | annoyed employees | poor service,Staff were rude and dismissive while consistently providing incorrect or incomplete orders.
Mac crispy burger for monopoly maccas gone wrong,"Mac crispy burger for monopoly maccas gone wrongSame sit. as some lady before last yr. The burger was a bit tiny & little flavour.wrong spot.like folk alike the monopoly on the fries it was too late.can I claimly?pretty sure I’ll be in draw bonusly by Mac Donald’s.speaking of potato fries had lack of salt was soggy & terrible.I’d regard other options.poor maccas, please count on it!wouldn’t spend over other times.photo inclusive acts as a sampled template, eg split imaged only!",dan the man,12mo,196,negative,Food Quality | Portion Size | Special Items,tiny burger | little flavour | soggy fries | lack of salt | poor quality,Burger was tiny with little flavour; fries were soggy and undersalted.
McDonalds Goodna Qld worst crew in history!,"McDonalds Goodna Qld worst crew in history!I have ordered Double Big Mac & got normal Big Mac. I ordered 2 Happy Meals & only got one drink.I never get the extra sauce in the bag if I purchase a condiment on the side. I have waited 20 minutes for an order and it wasn't busy. I have been refused a refund cos I didn't have a receipt, which the kiosk didn't print out so how do I keep a physical receipt. And finally the rudest people behind the counter.This makes McDonalds Goodna Qld the worst store in history!",Gavin P.,12mo,197,negative,Order Accuracy | Staff Behavior | Service Speed,wrong items received | missing items | long wait times | refused refund | rude staff,"Multiple order errors, long wait times, rude staff, and refusal to refund without receipt."
Fillet o fish disappointment,"Fillet o fish disappointmentOrdered a fillet o fish double today and what a terrible disappointment it was.Fries were great and salty. Drink was good. But what have they done to the fillet o fish, it was tiny and dry. The last fish I had a few years ago were large and flakey. What I got today were hard, thin and tasteless.Today marks the last day I'll ever order this from any mcdonald's ever again.Shrinkflation is also evident here with the burger being so tiny while I paid over $16 for this. I'm looking for traditional burger shops again where you got real burgers.",Thomas,12mo,198,negative,Food Quality | Portion Size | Price Value,tiny fillet | dry fish | hard and tasteless | shrinkflation | overpriced,"Fillet O Fish was tiny, dry, and tasteless; priced over $16 despite evident shrinkflation."
No cones,No conesWas told after ordering that there was no cones only for the ice cream to come out in lid cups and half full. Then to be given a fork to eat the ice cream was very disappointing there was also bits of black flakes in the ice cream.,Maddy,12mo,199,negative,Equipment Availability | Portion Size | Cleanliness,no cones available | lid cup instead | half full ice cream | black flakes | given fork,"No cones available, ice cream served half full in cup with black flakes and a fork."
Worst company and customer service to deal with,"Worst company and customer service to deal withI spend over $18 to qualify for the 1750 points for $17.50 spend. I followed the correct steps but never got any points. This was back in early December. I waited few days and reached out but no response for a while. And after asking for update , all of sudden they respond on Boxing Day with same steps. I replied the same day and again keep chasing them since then. It’s over a month since I am wasting my time with them and already quite fed up.",Muhammad Yousuf,12mo,200,negative,Special Items,loyalty points not credited | no response | one month chase | poor communication,Customer spent $18 for promotion but never received promised points despite multiple follow-ups.
Bad attitude,"Bad attitudeI drove thru Bunbury forum McDonalds and ordered a small cappachino. Extra froth when I received it I took the lid off to check the froth as the coffee felt very full. There was a tiny skin of froth on top so I took it back and asked nicely could they pls add some more froth the barista woman replied no we can't make you another coffee I replied that's ok just some more froth from the jug, the manager then proceeded to enter the discussion by adamantly stating they would not make another coffee I once again replied I'm only as... Read moreking for extra froth He then stated I know she put extra froth in the coffee coz I gave it to you thru the drive thru I asked him did you take the lid off and check he glared at me and replied no but I saw her put extra froth in. I replied no buts all I'm asking for is a little more froth which he told me no we are not going to do that. I could not believe the rudeness of both the store manager and the barista to me. In the end I told them forget your coffee and walked out leaving the coffee behind. I've been buying from Macca in bunbury forum for 20 years and have always had great customer service until last evening. And all over a little extra froth, how easy and what good customer service to just have poured a little more from the milk jug into my cup",Anna,12mo,201,negative,Staff Behavior | Drive-Thru Experience,rude manager | defensive attitude | poor froth quality | unwilling to help | 20-year customer,"Manager and barista refused reasonable request for extra froth on cappuccino, displaying rudeness."
Service,ServiceWaiting in line at felt like for ever the chips were cold half filled and dry the burger tasted dry aswell and no sauce,Raven,12mo,202,negative,Food Quality | Portion Size | Service Speed,long wait | cold chips | half-filled | dry burger | no sauce,"Long wait resulted in cold, dry food with inadequate portions and missing condiments."
Worst salad ever!,"Worst salad ever!Ordered a Ceaser Chicken Salad. Came with no Ceaser dressing, no Parmesan cheese and the coffee didn't have the Splendour sweetener added.",Reeve,12mo,203,negative,Order Accuracy | Food Quality,missing Caesar dressing | no Parmesan cheese | missing sweetener | incomplete order,"Caesar Chicken Salad arrived missing dressing, cheese, and coffee missing requested sweetener."
Not worth buying anymore,"Not worth buying anymoreThe prices for McDonald’s in Australia is a joke. For the sub standard quality you receive, you may as well purchase from a local fish & chip / burger place for a better meal at approximately the same price!And if you order a burger without a bun, seriously how difficult is it for the staff to place the meat on the bottom rather than chucking the cheese & sauce onto the cardboard container & throwing the meat on top of that?! Surely if the staff are that mentally challenged with such a simple request, then the company c... Read morean train them better. Also don’t understand how one location the burgers can be relatively acceptable yet other locations are either bone dry or doused in oil to the point their crappy cardboard containers are dripping oil everywhere……surely there’s meant to be a standard way to cook for consistency across the business? Time to ditch this horrid chain & start being more discerning with your money!",Jaime,12mo,204,negative,Price Value | Food Quality | Order Accuracy,overpriced | poor quality | inconsistent burgers | incorrect special orders | dry or oily,High prices paired with poor quality and inconsistent food preparation; burger without bun order mishandled.
Unhygienic,"UnhygienicAspley Mcdonalds is filthyThe first thing you notice are the flies everywhere and the bins that are overflowing, this creates maggots that are creating these flies in there family restaurant because the staff doesn’t believe in the simple things like taking the rubbish out and wiping down tables and seats.I have tested this place a few times and the same thing, so me and my family aren’t going in there anymore I suggest no one does because whenever a fly lands it automatically leaves germsAlso terrible customer service never... Read more got any of my orders right Staff are lazy and I put this down to management too, so i would sack them all for not keeping to health regulations and get the big wigs in there to see for themselves or send in a health inspector You only got one star but if I could give none I would.",Tony Potter,12mo,205,negative,Cleanliness | Staff Behavior | Order Accuracy,flies everywhere | overflowing bins | maggots | tables not wiped | wrong orders,Location extremely unhygienic with flies and maggots; staff lazy and orders consistently incorrect.
McDonalds Aspley ripped me off for $15.15,"McDonalds Aspley ripped me off for $15.151. Ordered a medium Crispy Chicken Delux Meal2. Got home , in bag, Cheeseburger (opened rapper), Fish Burger, half eaten chips.3. Rang store, but after getting the Manager she hanged up.4. Drove to store, Manager refuses to give correct order.5. So having returned product, I didn't order, GOT no food , McDonalds basically robbed me of $15.15.6. Made complaint to Head Office, but as history tells, McDonalds will let the 10-12 days they say they need to get back and I will have to chase and chase.7. McDonalds Aspley seem to be in a complete mess, and with the Manger I encountered, it's no wonder.8. As for putting an Invoice number below, McDonalds don't give an Invoice?",John Woods,12mo,206,negative,Order Accuracy | Staff Behavior,wrong order received | half-eaten chips | manager hung up | refusal to help | no resolution,"Received completely wrong meal, manager refused to correct it or provide refund after follow-up."
No quality control,No quality controlMcDonald's these days is pathetic the burgers are just thrown together with no care at all who ever puts these burgers together needs retraining.There are plenty of burgers places around like Carl's Jr who take pridevin the burgers with fresh salad ingredients & put together with care l just ate a Angus classic from McDonald's it was like a 2 year put it together itvwas absolute rubbish.,Michael,12mo,207,negative,Food Quality,burgers poorly assembled | no care taken | needs retraining | inferior quality | careless preparation,Burgers hastily thrown together with no care; quality significantly inferior to competitors.
Incredibly salty food.  What have you done maccas. . Bk is far superior,"Incredibly salty food. What have you done maccas. . Bk is far superiorBig macs yuck and very salty, think I'll go with bk",Trevor & Theresa B.,1y,208,negative,Food Quality,incredibly salty | Big Mac inedible | superior competitor | poor taste,Food excessively salty; customer switching to competitor for better quality.
Mcdonalds Monopoly Scam !!!,"Mcdonalds Monopoly Scam !!!I tried using my McDonalds Monopoly -""Virtual Room Sydney"" ""FREE"" voucher, but Virtual Room Sydney said at least two people are needed for each session and thus I would need to find someone and then pay $49 for their session. Crap!!!! So I found a friend who also had a Virtual Room Sydney voucher and rang back. Virtual Room Sydney said one of us would have to pay $49 as its only one voucher per group. So there is no such thing as a free session. YOU HAVE TO PAY $49 ONE WAY OR ANOTHER!!!! Another McDonalds sca... Read morem!!! Its the same with Timezone. Mate of mine won a timezone voucher and took his daugher there to play after her operation. Timezone said McDonalds voucher did **NOT** allow any free games on the newer fun games as those colour games werent included in the McDonalds voucher and that she could only play Yellow and Red (I think) colour games. They also said she couldnt get any tickets from the machines to claim a prize later on as McDonalds voucher didnt include ticket machines Tickets!!!! In the end he felt so embarrased and bad he ended up paying top dollar for a card that allowed her to play all the machines. Its bad enough McDonalds cheats us and everyone I talked to about them underserving fries everytime we order French Fries by giving us only half the advertised amount of fries. And selling us chicken wraps that look nothing like the advertised wraps (ie they look skinnier, shorter, with about 1//2 the amount of salad and chicken. It shows to me how low mcdonalds sank compared to other restaurants, But really.....telling everyone about the great free monopoly prizes to entice customers back and then wasting their time on prizes load with crap conditions is pathetic!!!!",Jacinta from NZ,1y,209,negative,Special Items | Price Value,false free voucher claims | hidden costs | misleading promotion | inadequate fries portions | misrepresented wraps,Monopoly promotion vouchers falsely advertised as free but require mandatory paid add-ons.
Missing,MissingMissing food and too salty. How many mistakes do they make. Its not an excuse to tell busy,landscape f.,1y,210,negative,Food Quality | Order Accuracy,missing food | too salty | multiple mistakes | busy excuse,Order was incomplete and overly salty with repeated mistakes despite busy conditions.
Macdonalds  Sallys Corner is trash!,"Macdonalds Sallys Corner is trash!This have consistently been the worst macdonalds I have been too. Wrong orders, badly made burgers unfriendly staff dirty bathrooms, no toilet paper, broken hand dryer. Stop somewhere else!!",Judi T,1y,211,negative,Order Accuracy | Food Quality | Staff Behavior | Cleanliness,worst location | wrong orders | poorly made burgers | unfriendly staff | dirty bathrooms,"Consistently poor experience with wrong orders, bad food, rude staff, and filthy facilities."
"Sundaes up in price, down in value","Sundaes up in price, down in valueWent and bought two sundaes when looking at Christmas lights, had my 2 rescue dogs with me and that is their treat. One plain sundae, only half filled at a cost of $3.50 in their new paper cups. The chocolate sundae cost $5.50. What ever happened to value for money. Well, they were only half filled, don’t be so skimpy",Debbie,1y,212,negative,Portion Size | Price Value,sundaes half filled | price increase | poor value | skimpy portions,Sundaes undersized at high prices with significantly reduced value for money.
increase in prices that are unrealistic,"increase in prices that are unrealisticjust went into mcdonalds to buy a family meal for four, was 28 dollars, now 37. total ripoff for what youre getting. value for money at maccas doesnt exist, food decreases and price skyrockets.",lolliedog324,1y,213,negative,Price Value | Food Quality,unrealistic price increase | family meal cost | total ripoff | decreasing quality,Family meal price jumped nine dollars with declining food quality and poor value.
First time I  have spat out food in a restaurant,"First time I have spat out food in a restaurantMy son wanted McDonalds We went to the one at Gilles Plains. The food was terrible, the so called chips were cold and tasted bad I actually had to spit them out. The burger was cold and the sundae was half melted $34 for crap we left uneaten. We have been to other McDonalds, never good but this was disgusting!",Graeme Brown,1y,214,negative,Food Temperature | Food Quality | Portion Size,spat out food | cold chips | cold burger | half melted sundae | inedible meal,"Cold, poorly prepared food at all levels made the entire thirty-four dollar meal inedible."
You need to update how u package your burgers right now and put less in them,You need to update how u package your burgers right now and put less in themMc donalds update it now and pckage it in some paoer then put it in the container and not put so much in the burgers so people can actualy grab the burger,Lennon G.,1y,215,negative,Order Accuracy,burger packaging issue | too much filling | difficult to grab burger,Burger packaging overstuffed making burgers difficult to handle and eat properly.
Job application,"Job applicationI have applied to this company for multiple positions over the past few months and feel compelled to share my experience. Unfortunately, it has been a frustrating and disheartening process. Despite putting considerable effort into tailoring my applications, updating my resume, and expressing genuine interest in the company, I have not received any positive responses.",xoxo,1y,216,negative,,job application | no responses | frustrating process | disheartening,Multiple tailored job applications received no positive responses despite genuine interest.
Mac Donald’s food,Mac Donald’s foodHad an Angus burger and it was smothered in mayonnaise the lettuce was big chunks of the backbone and didn’t look like anything in the picture. Albany creek get your act together as I’m sure I’m not the only one who ain’t coming back,Mo,1y,217,negative,Food Quality | Order Accuracy,excessive mayonnaise | big lettuce chunks | doesn't match picture | Albany Creek,Angus burger smothered in mayo with oversized lettuce chunks differing from advertised picture.
Murdered mc rib deluxe,Murdered mc rib deluxeMate took 25 mins to get my order didn’t look seam taste any think like a McDonald’s rib deluxe was totally murdered by sauce and cold will not buy anything from cliff gardens Toowoomba seen them on tv shame shame shame dirty burger didn’t take photo as I wanted to throw it at the 13 yr old cooks,Daryle Stephens,1y,218,negative,Service Speed | Food Quality | Food Temperature,25 minute wait | drowned in sauce | cold | murdered | dirty burger,"Twenty-five minute wait for rib deluxe that was oversauced, cold, and badly prepared."
Incredible in-competence or No Care Attitude,"Incredible in-competence or No Care AttitudeHave ordered 5 Caesar Salads at the Mandurah Lakelands outlet over the past 3 weeks and been disappointed in the quality of the product and attention to detail. It'll be the last. We check the contents each time and 100% of the time there is always one or two items missing. Today they put the salad into a box 1/2 the size, tried to charge me the same and also forgot the cheese and crotons. Said I wanted a discount and to make the order correct. They found the correct box, made up a new salad and added in cheese but had run out of crotons. Got home and the sauce container was 1/2 full and had been watered down...seriously!!",3chrtrk,1y,219,negative,Order Accuracy | Food Quality | Portion Size,missing items consistently | quality disappointment | wrong box size | diluted sauce | missing components,"Caesar salads consistently missing items, undersized portions, and watered-down sauce over three weeks."
Unclean,"UncleanWe do not go to maccas on a regular basis, but more likely if we are out n about n need a snack or drink. Over the past year it has been evident across many McDonald's stores (ie dapto, east wollongong, stacey st bankstown, Perth, south nowra) that are unclean, with unemptied bins, floors not swept, tables not wiped down, toilets uncleaned are all prevalent within these stores. This does not give a healthy expectation of what is not seen within the kitchen area. Also young staff who are more interested in having a good time behind the co... Read moreunter than servicing their customers! McDonald's used to be a leader in the takeaway industry - my how their standards have dropped!!! Where is management of these stores & the training which used to be legendary with the brand?!",Kerrie,1y,220,negative,Cleanliness | Staff Behavior,unemptied bins | floors not swept | tables not wiped | uncleaned toilets | staff distracted | standards dropped,"Multiple McDonald's locations show poor cleanliness and staff disengagement, raising concerns about kitchen hygiene."
What a load of rubbish,What a load of rubbishAfter not having slack mac's for over 20 years I tried your cheese burger today it had no taste and was squashed out of all proportions you should be ashamed for selling such rubbish it was discussing,Gravel,1y,221,negative,Food Quality,no taste | squashed | poor quality | twenty year gap,"Cheeseburger was tasteless and poorly prepared, disappointing after two decades away."
DISAPPOINTING!,DISAPPOINTING!Burgers have ALL shrunk! They all used to be bigger & cheaper DISAPPOINTING!,Elena A.,1y,222,negative,Portion Size | Price Value,burgers shrunk | smaller portions | more expensive | disappointing,"Burger sizes have decreased while prices increased, making the value poor."
TV ads to good to be true,TV ads to good to be trueI seen the ad for the new Creme Brulee on TV & decided to try it. It didn't have a coffee taste & was like drinking milk with cream on top sprinkled with Brulee.,Suzanne Pinnington,1y,223,negative,Special Items | Food Quality,Creme Brulee | no coffee taste | like milk and cream | misleading ad,Creme Brulee dessert lacked advertised coffee taste and tasted like milk with cream.
Ice cream cone,Ice cream cone30 cent to 1.10 cone. Can management please train the staffs. Is really so much not worthed to go to mcdonald anymore. Food taste also been gone down compared to before,Victor T,1y,224,negative,Price Value | Food Quality | Staff Behavior,ice cream cone price increase | staff training lacking | food quality declined | not worthed,Ice cream cone price tripled while food quality declined and staff training is poor.
Missing food,Missing foodWorst McDonald’s never get my whole order always only get half a order and the store never answer their phone,Bel,1y,225,negative,Order Accuracy | Service Speed,missing food | incomplete orders | phone unanswered | worst experience,Consistently receives only half the ordered food and the store doesn't answer phones.
Missing items from delivery,Missing items from deliveryLike the delivery service but this is second time items missing from order and no way to report it the site says contact delivery driver it’s not his fault the order wasn’t fulfilled.,Mackenzie,1y,226,mixed,Delivery Service | Order Accuracy,likes delivery service | items missing | second occurrence | no reporting mechanism,Likes delivery service but items missing twice with no way to report the issue.
Do you call that a salad?,Do you call that a salad?From Port Macquarie ordered burgers for 2 including a salad,Mishi,1y,227,negative,Food Quality,questionable salad | Port Macquarie | complaint about salad,Review questions quality of salad ordered from Port Macquarie location.
Never seen anything like it,"Never seen anything like itPicked up our grandchildren and decided to take them to the Burwood McDonalds . I should have known as soon as we entered, wet areas around the bins not cleaned up just had a wet sign placed there, the bins were that full you had to push your rubbish in probably that's the reason patrons had left food wrappings and drink containers on the tables which the staff were oblivious to obviously thinking that was acceptable along with food and chips all over the floor under nearly every table.The food was very slow but ok except the order was wrong.Looks like McDonalds have bypassed having someone responsible at their stores for there did not seem to have anyone in charge.Would we go back No Way",George,1y,228,negative,Cleanliness | Order Accuracy | Service Speed | Staff Behavior,wet areas uncleaned | overflowing bins | food wrappers on tables | chips on floor | wrong order | no management,"Severe cleanliness issues, staff negligence, slow service, and wrong order at Burwood location."
Quarter Pounder,Quarter PounderI have already had a refund. I bought a quarter Pounder medium meal and had to phone Macca's Woodridge but the meal was replaced today 5th December very salty and uneatable. Replacement . again the Quarter Pounder was horrible the rest of the meal was okay. The Manager needs to keep an eye on how these meals are put together. Sorry but no more quarter Pounders for me. Obviously some are not concentrating on how much salt goes these meals. No good for the blood. There Orio McFlurry needs to be full as well not half full. What does the Manager do. Zero,Rae,1y,229,negative,Food Quality | Order Accuracy,Quarter Pounder too salty | uneatable | required refund | McFlurry half full | poor management oversight,Quarter Pounder was excessively salty and inedible twice; McFlurry inadequately filled.
Not healthy,Not healthyWorst food to eat to put in stomach cooked with oil millions times,Dan K.,1y,230,negative,Food Quality,unhealthy | cooked with oil repeatedly | worst food,Reviewer criticizes food as unhealthy and cooked excessively in oil.
North tamworth nsw,"North tamworth nswWaited 20 mins got my order of 1 happy meal and 2 mcchicken burger mealsMake it worse I was the only one in the storeI know they had drive through but I shouldn’t have to wait that longChips were cold, no ice in my drinks and only once I got told our meal is being Prepared and we got the meal 10 mins after that",Han,1y,231,negative,Service Speed | Food Temperature | Order Accuracy,20 minute wait | only customer | cold chips | no ice in drinks,Long wait despite being only customer; cold chips and missing ice in drinks.
MacDonald food,"MacDonald food$40 for delivery of food and it was disgusting. Cold raw chips, thick shake was like milk",Susan,1y,232,negative,Delivery Service | Food Quality | Food Temperature,$40 delivery | disgusting | cold raw chips | shake like milk,Expensive delivery resulted in disgusting cold chips and poor quality thick shake.
Not like it used to be!!,"Not like it used to be!!Burgers have ALL shrunk! They all used to be bigger & cheaper NOW there smaller & dearer! DISAPPOINTING! I can’t believe they offer either a small sundae or small fries or small cheeseburger for free on your birthday! Hungry Jacks offer is a LARGE whopper (and it’s BIG), well worth it! Nevertheless, they should at least offer you a small meal! And condiments like sauces should be for free! I can’t even tell you almost every time I order sauces, and I pay for them & they FORGET to put them in the bag! SO ANNOYING! They sh... Read moreould just put them for FREE in the bag with every meal you purchased. What next, there gonna charge for straws & napkins?? It’s getting ridiculous McDonalds. We should be enjoying your meals for what there worth but your just down-sizing with unhappy customers! Lift your game so I can give you 5 stars and walk away with good things to say about you!",Zak,1y,233,negative,Price Value | Order Accuracy,burgers shrunk | prices increased | poor birthday offer | forgotten sauces,Burgers smaller and more expensive; birthday offer inadequate; sauces frequently forgotten.
love Maccas over KFC,love Maccas over KFCI prefer going to Maccas over KFC as their staff is nice and friendly and you get served they don't hide out the back talking and dont serve you which KFC did in Young NSW. I go to Maccas in Riverina NSW and they are great the food is good I can't fault it.,MEM,1y,234,positive,Staff Behavior | Food Quality,nice and friendly staff | good food | better than KFC | well served,Friendly staff and good food make McDonald's preferable to competitor locations.
Crispy AND soft,"Crispy AND softI was hungry for some lunch on the run so decided to try a McDonald's McCrispy.The bun was delicious and soft, the chicken was crispy, juicy and not what I expected.I really should have ordered the deluxe which had tomato and cheese.I did enjoy the McCrispy, but it was definitely missing something sweet. The tomato would have done the trick.",Gloria O.,1y,235,mixed,Food Quality,crispy chicken | soft bun | juicy | missing something sweet | needed tomato,McCrispy had crispy chicken and soft bun but lacked sweetness and cheese.
Burgers have got smaller,Burgers have got smallerOver the years all McDonald’s burgers have got smaller I now call Big Macs little macs not good value for money anymore,trevor m.,1y,236,negative,Portion Size | Price Value,burgers smaller over time | poor value for money | Big Mac now little mac,McDonald's burgers have reduced in size making them poor value for money.
Rotten drive thru Service No communication,"Rotten drive thru Service No communicationWe arrived at Warilla Maccas for a early brekky , gave our order, proceeded round the corner to pay, there were 2 vehicles in front one awaiting to pay there order, and one in front of them awaiting there purchase, we waited 9 minutes before we could pay, no one came to let us know that it was going to be awhile or why or anything, we actualky turned our engine and lights off and watched the clock, and finally when the girl came to the window to take our money, my partner was annoyed by then at such ... Read morelack of communication, he asked whats the hold up?? The response was given in a rude sarcastic unclear manner, something to the reply of, """"Busy making your breakfast""!!!! , no apology what so ever. Then we drive to the last window and wait again for a further 3minutes for our small order of 2 brekky meals. On arrival at approx 4 .12 am there was no one inside the shop. We left the drive thru at 4.24. Very poor service with nil communication, we thought that time of the morning with limited customers it would be fairly prompt?? Obviously not to be!",Wendy,1y,237,negative,Drive-Thru Experience | Service Speed | Staff Behavior,9 minute wait | no communication | rude response | poor service,Long drive-thru wait with no communication; staff responded rudely to customer.
Got food poisoning,"Got food poisoningAte a large triple chsbg meal and had a stomach ache, progressed into throwing up into a bowl.",IAmNotHappy,1y,238,negative,Food Quality,food poisoning | stomach ache | vomiting | triple cheeseburger meal,Reviewer experienced food poisoning after eating triple cheeseburger meal.
Wendouree store,Wendouree storeWorst service Friday 24 th November waited 35 mins not all in bag made a $6 profit wont be back,Unhappy,1y,239,negative,Service Speed | Order Accuracy,35 minute wait | order incomplete | poor service,35-minute wait with incomplete order; reviewer will not return.
Disgusting,"DisgustingStaff nasty, slammed food down, Sundae melted, chips half empty.",Disappointed,1y,240,negative,Staff Behavior | Food Quality | Portion Size | Food Temperature,nasty staff | slammed food down | melted sundae | half empty chips,"Staff was rude, food was mishandled, and portions were inadequate."
