reviewerID,asin,reviewerName,helpful,reviewText,overall,summary_x,unixReviewTime,reviewTime,row_id,sentiment,categories,keywords,summary_y
A2SFO875EQ66AB,B000OY707S,Mark,"[0, 0]","Works well. Very well constructed. Would it kill ya to add an on/off switch so that the batteries don't run down? Other than that, it's perfect!",4,Boss FS-6 Foot Switch,1355184000,"12 11, 2012",5231,mixed,Build Quality | Ease of Use,works well | very well constructed | battery drain issue | needs on/off switch,Well-constructed unit functions perfectly but lacks an on/off switch causing unnecessary battery drain.
AD4MJT7YYVHP7,B000P5LVSK,GJack,"[0, 0]",The yellow material has a rough texture coated over it that gives it a nice rubbery grip with a smooth snappy tone!,5,Nice grip on the material!,1364947200,"04 3, 2013",5235,positive,Pick Performance,rough textured coating | rubbery grip | snappy tone | nice material,Yellow pick features textured grip coating that provides good control and snappy tone.
A1MVH1WLYDHZ49,B000P5OUCE,Captn' Bob,"[0, 0]","The compensation built into this saddle makes another hit with GraphTech TUSQ products for me. They have done the hard work, just needed some personal fine adjustments and good to go. Good sound quality for not being bone.",4,Good Product,1402876800,"06 16, 2014",5254,positive,Sound Quality | Build Quality,compensation built in | GraphTech TUSQ product | good sound quality | fine adjustments needed,GraphTech compensated saddle delivers good sound quality with minimal adjustment required.
A2G12DY50U700V,B000P5OUCE,Ricky Shows,"[0, 0]",The GraphTech PQ-9280-C0 TUSQ Fully Compensated Acoustic Guitar Saddle will replace any broken or worn saddle to give you a very food sound that may require just a little sanding to make it fit perfect for your guitar.,5,GraphTech PQ-9280-C0 TUSQ Fully Compensated Acoustic Guitar Saddle,1390953600,"01 29, 2014",5261,positive,Build Quality | Sound Quality,replaces worn saddle | very good sound | may need sanding,Quality saddle replacement that improves sound with minimal fitting required.
A1LJXZC1RFW07C,B000P5OULA,K. Ray,"[3, 4]","This pick-up sounds good and does actually sound like the guitar acoustically. It does pick up percussive noise which you don't get with under saddle pickups. It is prone to feedback in very loud situations if you don't use a sound hole cover. Over all I'm please because I was able to install myself and it was simple. You do need to use an external pre-amp, but even with piezo pick-ups that is usually the norm. The directions that comes with the pickup are very thorough and the company is helpful if you have questions. The only change I had to make to my guitar was making the end pin jack bigger and that was easy too.",4,"Very good sound, good directions",1253664000,"09 23, 2009",5269,mixed,Sound Quality | Microphone Quality | Ease of Use,sounds like guitar acoustically | prone to feedback | simple installation | thorough directions,"Good acoustic sound and easy install, but prone to feedback in loud situations."
A3K9OQPCI8UJE,B000P5OULA,MQ,"[0, 1]",Disapointed. The sensors are not providing a clear full bright sound. It sound muffled. I will have to replace it soon.,2,Dull,1369872000,"05 30, 2013",5271,negative,Sound Quality | Microphone Quality,sensors not clear | muffled sound | needs replacement,"Disappointed with muffled, unclear sound from sensors requiring replacement."
A5SRLPK9A3LG,B000P5OULA,Robert,"[1, 1]","I have these in three guitars after trying out some undersaddle and sound hole pickups. Some peope miss the &#34;quack&#34; ,electric guitar type sound from these other types. I do not. I also like that the bridge and saddle do not have to be modified ,nor is any battery required. I run it through a Baggs Para-acoustic preamp or my Fishman Aura.It really has to be installed by a professional repairman to be sure the sensors are located correctly.Product was delivered safely and promptly.",4,Most Natural Sound for the Money,1383004800,"10 29, 2013",5272,positive,Sound Quality | Build Quality | Ease of Use,no bridge modification | no battery required | professional installation recommended | safe delivery,High-quality sensor system that avoids bridge modification and requires no battery.
AXXGP6UT41KAS,B000P5RVRU,CLKiii,"[0, 0]",I bought this to have at home or when I travel; my full size stand stays at church. I have a new Martin 12-string that I did not want lying on the floor. This folds flat (maybe 2&#8221; thick) has a wide secure base and fits in the bag I carry my other gear in quite well.,5,Convenient and stable,1376784000,"08 18, 2013",5274,positive,Stand Stability | Fit and Sizing,folds flat | wide secure base | portable | fits in gear bag,Portable stand with secure base and compact design fits easily in gear bags.
A34O0KQV4QXWNQ,B000PAPO9W,"Dako ""Dako""","[1, 1]","I was previously using a Rocksmith USB Cable, but wanted a specific cable for my iMac. This unit definitely fits the bill, and from what I can hear when playing, has an even lower latency than the RS cable. I was getting a little unwanted slapback with the RS cable, but this unit seems to have taken care of that. It's also quite nice to have a headphone jack right up front for quiet practice times.The software that comes with this Interface is a joke, and is about as useful as an AOL disc. Since I use Logic Pro X and MainStage 3 it wasn't a loss to me, but if you are buying this interface for the fact it comes with &#34;Amp Tones&#34;, you might want to look somewhere else. I couldn't even get the software to load on my 2013 iMac.",3,"Great USB Interface, But Plan On Throwing Software Into The Trash",1388966400,"01 6, 2014",5281,mixed,Cable Quality | Ease of Use,lower latency | eliminates slapback | headphone jack | poor software included,"Excellent low-latency performance with headphone jack, but included software is poor quality."
A3CUQ8L2S9ZW0H,B000PO30QM,Andy Clark,"[0, 0]",Works fine. Good value,4,Four Stars,1405036800,"07 11, 2014",5290,positive,Value for Price,works fine | good value,Functional cable offering solid value for the price.
A2A039TZMZHH9Y,B000PO30QM,"Bill Lewey ""blewey""","[0, 0]",i use this cable to patch a preamp to an amp. it works really well. having the two different style of ends gives you good options when putting a system together.,5,Great Patch Cable,1356048000,"12 21, 2012",5296,positive,Cable Quality | Ease of Use,works really well | two connector styles | system flexibility,Reliable cable with dual connector options providing flexibility for system setup.
A15TYOEWBQYF0X,B000PO30QM,"David W ""Dave""","[0, 1]","I thought I was buying the 10 footer and realize I ordered the 5 footer too late. Let's be honest here, what good is a 5 foot amp chord unless you're sitting on the amp? My bad..I never would have ordered this as it costs the same money for the 10 footers as it does for the 5 footers. I would not recommend buying a 5 footer unless you practice in a closet.",3,I goofed...,1391385600,"02 3, 2014",5303,negative,Value for Price,5 footer too short | same price as 10 footer | impractical length,Five-foot cable is impractically short and costs same as longer alternatives.
AUQ38SIELJDPU,B000PO30QM,Derek James,"[0, 0]","If you need a well made cable in a short length, I wouldn't hesitate to recommend these. Buy one now.",5,Quality cable,1398470400,"04 26, 2014",5304,positive,Build Quality | Cable Quality,well made | short length option | highly recommendable,Well-constructed short cable recommended for those needing compact cable length.
AEHDGUE3L90ZS,B000PO30QM,saint Jimmy,"[0, 0]","In fact, I don't think this Hosa GTR215R cord lasted 2 hours. One step on the cord and it came apart. This purchase is the very reason why I'm looking to buy a wireless system. Maybe if you're using this to run a PA I would recommend it. But if any performer is hard on their cords I wouldn't recommend this item....but to be fair, I would recommend wireless to any performer. You'll end up saving money over the long haul.",2,Didn't last a day,1382313600,"10 21, 2013",5325,negative,Cable Quality | Durability,broke after 2 hours | not durable | hard on cords,Cable broke after minimal use and is not recommended for performers who are tough on equipment.
A27GPJSZDRQ1ZW,B000PO30QM,Smurfie,"[0, 0]","One for each guitar and they are heavy duty and work great. I probably didn't need the 15' length, but at the time, this was the only really good cable with 90* angles.",5,Bought two,1390780800,"01 27, 2014",5328,positive,Cable Quality,heavy duty | work great | 90-degree angles,Heavy-duty cable with good construction and useful 90-degree angle connectors.
A12P4A1OC41KUO,B000PO30QM,"zxrslant ""zxrslant""","[0, 0]","been using it for a month or 2 now.. had absolutely no problems..good constructio,looks good..angled end is a good fit..price is good.",4,no problems,1377993600,"09 1, 2013",5331,positive,Cable Quality,good construction | angled end | no problems,"Reliable cable with solid construction, good appearance, and reasonable pricing."
A1NGFLLBENI6FG,B000PR3JEM,"Debra Merrill Mccullar ""peace""","[0, 0]","I bought a set of these to upgrade my Kona K1ETRD, a vast improvement over the old ones, now it stays in tune better and they're very smooth, looks nice too!",5,Outstanding tuners!,1353456000,"11 21, 2012",5333,positive,Tuner Accuracy | String Performance,stays in tune better | smooth | upgrade,Tuning pegs are a significant upgrade providing better tuning stability and smooth operation.
A2QDVOUXE4PYIM,B000Q87DAQ,"Gomer ""me""","[0, 0]","what a nice clear sound it has,,and smooth ,,,nice size for someone with small hands , i got this because of all the good things people wrote about it in the reviews, sense i always wanted to play ,so decided to learn ,,and wasn't shore what kind to get ,,so thanks for all the reviews to help me out ,, and i am so glad i got this one it came in a nice plastic case ,not a cardboard box, all throw i did order a case for it,( witch i will use) when i bought this Harmonica,, not shore what harmonica to get on a low budget ,,this is the one,,you won't regret it,, i been around blue's a long time so heard many harmonica's ,this one truly sounds good,,",5,this Harmonica is nice !!,1325894400,"01 7, 2012",5338,positive,Sound Quality | Fit and Sizing,clear sound | smooth | small hands | good value,"Harmonica delivers clear, smooth sound, good fit for small hands, and excellent budget value."
A2BHAEL2Q4HR4A,B000QGCJU2,Sheena Archambault,"[0, 0]",This is not a great quality microphone. But that's not what I was expecting when I paid $25 for the mic and stand. I bought this for my group of kids in a worship school. I need some less expensive equipment to 'play on'. So it works well for that.,4,It's worth the money,1400457600,"05 19, 2014",5351,mixed,Microphone Quality | Value for Price,not great quality | works for purpose | affordable,Budget microphone lacks high quality but serves adequately for its affordable price and intended educational use.
A2NYK9KWFMJV4Y,B000RKL8R2,"Mike Tarrani ""Jazz Drummer""","[0, 0]","For me the combination of color coding and high quality cables make this a great value.It's the cable construction that drew me to these in the first place. The insulators are tough and do not easily nick when being dragged around on rough stages. However, it's the attention to small construction details that I love. The XLR ends are quality components, but cheap, ill fitting junk that some companies use to keep costs down. And unlike those cheap ones these will mate and disengage smoothly.Another factor is the strain reliefs at each end. Those keep the conductors from fraying or breaking inside the cable, which will often occur at cable ends on cables without them.Of course the color coding is a godsend. I can now tell at a glance what is connected to what, both live and in my home studio. I have not experienced any extraneous noise using these, but I am careful to eliminate sources or route around them. Still, these are as good as any other cables I have purchased.I'll also admit that price initially entered into my buying decision. I was frankly concerned that at the price point these would turn out to be junk. Not the case. I can happily say that sometimes you really do get more than you pay for.",5,Perfect for live or studio,1371686400,"06 20, 2013",5361,positive,Cable Quality | Value for Price,tough insulators | quality construction | smooth connectors | strain reliefs,"Excellent cable value with durable construction, quality XLR connectors, and helpful color coding."
AD6FULWPPOJ3R,B000RKVH0K,"Big Daddy ""Rock 'till you drop!""","[0, 0]","Ok, so I had to buy another item because 2 items in my cart were ""add-on"" items. I needed another microphone and I had been toying with the idea of purchasing a GLS mic. I'm extremely happy I took the chance, and as soon as I submit this review, I'm purchasing another. This is the best price/value purchase I've made in a long time. I'm not going to insult your intelligence and say it's the same as the other well-known mic that looks the same, but for my ears and everybody else who's listened to this mic, it sounds clear and clean and is a little hotter than my SM 58. I just used it to play a show on Friday the 24th, and it performed wonderfully. The sound guy thought it was an SM 58. I will definitely buy a couple of the ES-57s as well to mic up some amps. Now, things may change in a year if the mic doesn't hold up, but it is hefty and solid, and seems to be built like a tank. Now, if I was dripping money, maybe I would stick with the ""industry standard,"" but when you can buy these at a 3:1 dollar ratio, why on Earth should I?2/6/2014 update: I must say that in some venues, you'll really have to tweak the EQ in order to stop feedback. So while they are a great value, they feedback in some situations where my Sennheisers do not (but they were 4 times the price. . .).",5,Extremely surprised,1369526400,"05 26, 2013",5369,mixed,Microphone Quality | Sound Quality | Value for Price,clear and clean sound | great value | feedback in some venues | solid build,"Outstanding value microphone with clean sound and solid build, though it requires EQ adjustment for feedback in some venues."
A3FA334BIFOMRD,B000RKVH0K,"K. Meagher ""MFT""","[2, 2]",Yes this ie every bit as good as the Shure SM 58 but you don't get the cool pouch. The 57 version is also like its Shure counterpart. Great sound and great deal. (yes I am a musician too),5,It's an SM 58 for 1/5th the price!!!,1356220800,"12 23, 2012",5372,positive,Microphone Quality | Sound Quality | Value for Price,great sound | great deal | comparable to Shure SM 58,"Microphone matches Shure SM 58 quality at significantly lower cost, though lacks the included pouch."
A34UQQ1DPQ31IH,B000RKVH0K,pruittjr1,"[0, 0]","love the on and off switch and the sound is great with little or no feedback, would purchase this mic again.",5,Great Mic for the price,1399334400,"05 6, 2014",5375,positive,Microphone Quality | Sound Quality,on/off switch | great sound | little feedback,Microphone features a convenient on/off switch and delivers excellent sound with minimal feedback.
A24VMSBJAWFRCP,B000RKVH0K,Shawn,"[0, 0]","To my ears, this is a SM58. It sounds identical. Someone with super human ears will tell you otherwise and they may be right, but I have been recording music for years and this mic is as good as any shure mic I have had and it's only half (or less) of the cost.",4,This is basically a SHURE clone,1397088000,"04 10, 2014",5376,positive,Microphone Quality | Value for Price,sounds identical to SM58 | half the cost | excellent quality,This microphone rivals a Shure SM58 at half the price for experienced recording musicians.
A3CSSZ6U5J4YS5,B000RMQM4E,overbybr,"[0, 0]",These are great xlr cables. We run them form our board to our mains and they are excellent! I have several gls cables and have zero complaints.,5,"Flexible, durable, quiet",1362528000,"03 6, 2013",5382,positive,Cable Quality,great XLR cables | zero complaints | excellent performance,High-quality XLR cables with excellent performance and no issues reported.
A2EZWZ8MBEDOLN,B000RN53LQ,Charlo,"[0, 0]","I scored a virtually unused pre-owned unit for $50. It is packed with features and there is a little bit of a learning curve if you want to really make use of the features, but simple plug and play operation is possible. My original thought was to use the unit as an interface for recording on my PC. My only gripe- and it is considerable - is that the unit sounds too digital to me- particularly as the chord or note starts to decay and fade. I probably would have loved this thing when I started playing (more years ago than I care to admit). I prefer a genuine tube driven amp with analog pedals. Does that make me a 'gear snob'? Not when you consider that low watt tube amps and cheaply manufactured pedals can be had for peanuts these days ;) I've also owned a Tech 21 Trademark 60 analog modeling amp (not bad but traded) and still have a Tech 21 TRI AC analog preamp(great pedal and a keeper)- both are 'modelers' and both sounded better to my ears than digital modelers. I just prefer analog all the way around. I eventually gave the unit away to someone who has just taken up the guitar. He likes it fine- I gave 3 stars because it's a good way for junior to experement with effects and to practice without annoying the neighbors.",3,I wanted to like this product,1310688000,"07 15, 2011",5384,mixed,Ease of Use,packed with features | learning curve | sounds too digital | good for beginners,"Feature-rich with easy plug-and-play operation, but sounds too digital for experienced analog players."
A2D8OM8XL872DO,B000RN53LQ,"M. Platt ""UpIrons""","[1, 1]","I had a Line 6 POD that worked only on the computer and was great for effects and stuff but not the best for actually practicing away from the computer and decided it was time to change that. I considered a few different brands and even other Line 6 POD models. I even ordered a POD XT only to cancel that order when I realized that you can download tones from the Line 6 website and add them into the user memory banks for easy retrieval.As many have said, the batteries that come with it did not last long at all, but that was kind of expected. I have since been using Energizers and those are lasting long enough for my needs, plus I have a 9 volt AC adapter that works great, especially when I am recording.To use it for recording, simply output from the headphone jack to the input on your laptop or desktop computer and you'll be able to record with all the tones you could want! I downloaded a Joe Satriani sound and am so happy with it that I have already recorded myself playing one of his songs with it and it sounds great!I am not going to knock a star off for this since they obvously put a belt clip on it for a reason, but if you are like me and still like to sit it on a desk every now and then, it will not stay put by itself as it is not heavy enough, but I found that you can put two rubber bands on either side of it and it helps it to &#34;grip&#34; better and stay put so that it doesn't slide right off.I am very happy with my purchase and would highly recommend it to any guitarist out there who needs some great tones to practice with. I don't play live so I cannot say how well it would work for that.",5,So Glad I Bought This!,1358812800,"01 22, 2013",5386,positive,Ease of Use | Value for Price,downloadable tones | great for recording | happy with purchase | highly recommend,"Versatile device with downloadable tones, great for recording and practicing away from computer."
A23BIOQUMRC7K5,B000RNB720,Chris Hayden,"[0, 0]",Easy to use and only takes up one space on a power strip. Recommended. Well worth the price of the product.,5,Great product,1353715200,"11 24, 2012",5398,positive,Ease of Use | Value for Price,easy to use | compact | worth the price,Compact and easy-to-use product that offers excellent value for the price.
A2CJVLER896Q7L,B000RNB720,Diego A. Umana,"[0, 0]","I have 2 of these combo packs and they are simply great! I have 15 pedals connected to these 2 Visual Sound 1 Spot units on my Pedaltrain Pro, and have all the wiring underneath. Looks pretty neat along with the George L's cables that are almost invisible. The 1 Spot works wonderfully and generates no noise, hiss or buzz. Connects and powers great. No need for something fancy to effectively power up to 8 of 9V pedals with one combo pack. The adaptors work great with other than the regular AC connections like those found on MXR or Boss pedals. Highly recommended.",5,Very effective and inexpensive product to connect your pedals,1357776000,"01 10, 2013",5402,positive,Pedal Function | Value for Price,powers multiple pedals | no noise or hiss | works wonderfully | highly recommended,Reliable power supply for multiple pedals with no noise and excellent compatibility.
A2YQTEPCGZ5N7J,B000RNB720,Don B,"[0, 0]","Im using this with five pedals and it works great. No added noise, no signal loss, and saves the cost and hassle of constantly replacing 9V batteries.Comes with a nice assortment of adapters for use with just about any brand of pedal out there.probably not the most durable power supply available, but for the price, it cant be beat.",5,Great value,1382745600,"10 26, 2013",5403,positive,Pedal Function | Value for Price,no added noise | no signal loss | eliminates batteries | versatile adapters,"Quiet, efficient pedal power supply with multiple adapter options at an unbeatable price."
ALB04NLERUCYC,B000RNB720,GaryG,"[7, 7]","Ive Been Using This Item For about 3 weeks now, and I love it. I Have a homemade pedalboard, the one spot combo is good for it cause its kept me from having to mount a power supply on the board. I power 7 pedals and Absolutely no noise distortion comes from the pedals with this hooked up, If anything it sounds better than a battery, FOR SURE.",5,Great Gear,1322438400,"11 28, 2011",5407,positive,Pedal Function,no noise or distortion | sounds better than battery | powers seven pedals,Clean power supply for multiple pedals that sounds better than battery power.
A3AZ44SMA0QNW7,B000RNB720,"Ima Fish ""imafish""","[0, 0]","Quite a few people are complaining about the buzz caused/induced by this. I'm not getting any. I use an old Arion Stage Tuner, a Digitech Bad Monkey and CM-2 Tube Overdrive, a Dunlap Wah from the 90s, and a Boss NS-2 Noise Suppressor. I run it all into a Fender Deville 410, which additionally runs into an Acoustic B115 Neo bass cab for extra mmmph.At first I thought it was the noise suppressor. But even when it's off, I'm getting absolutely no buzz from my effects.For the price this is AMAZING. To be able to have all of my effects powered with one plug is a godsend. The cables are VERY long, maybe too long, if that's possible. If you're even thinking about buying this, JUST BUY IT ALREADY!!!!",5,"No buzz, great for any price",1354838400,"12 7, 2012",5411,positive,Pedal Function | Value for Price,no buzz | amazing price | powers all effects with one plug | long cables,Excellent value power solution with no buzz issues and conveniently long cables.
A3SUC2DJYHUU9Y,B000RNB720,NPunk42,"[0, 0]","This system works good. I use it every gig now, no problems. The leads are actually a little too long, but that's a good thing.",4,You wont be disappointed.,1385683200,"11 29, 2013",5418,positive,Pedal Function,works good | no problems | used every gig | long leads,Reliable gig-proven system with conveniently long cables.
A1V3N0LF1QGG0X,B000RNB720,Pepper,"[0, 1]",It's a good ideal but the big problem I have is if Ya are using a tube Amp. ( have a 65' Twin Reverb Fender tube ) Ya get one HELL of a HUM. It's so bad I just can't use it at all. I'm not sure about a transistor Amp. but who uses those ????,2,Good Ideal ???,1376006400,"08 9, 2013",5421,negative,Sound Quality,tube amp hum | unusable | 65 Twin Reverb,Excessive hum with tube amps makes this product unusable despite good concept.
A3V1A3C9DTLPME,B000RNB720,"Peter Faden ""robilar5500""","[0, 0]","Sometime round 1994, my friend Kendal built several of these for our band. They were great and incredibly handy. I havent investigated this, but i wondered later when i started seeing them marketed if he had developed the first one or not. Certainly, if he did, he never patented it or anything.Anyway, flash forward 18 years and here i was sitting with my row of stompboxes, resenting batteries and individual power supplies. I thought back fondly to my first sound combo power supply and realized i needed to invest in one again....and so i did. This one comes with some slip covers for any unused adapters. So far, it has lived up to my expectations. I cat speak to playing out with this yet, as i am mostly messing around in my little home studio, but i definitely havent heard any crackle on my recordings or when just amping up and letting loose. So, for such a simple device, you really cant beat it...unless you dont really use boxes. Personally, i presently have my wah, distortion, chorus, overdrive, delay, slap echo, and flanger running through it. Everything works great.Enjoy!",5,A very handy device for anybody using multiple 9v stompboxes,1325808000,"01 6, 2012",5422,positive,Ease of Use | Value for Price,combo power supply | no crackle | multiple pedals | ready to go,Reliable universal power supply that handles multiple pedals without noise issues.
A16Z3HTUIYPDH8,B000RNB720,Reviewer,"[0, 0]","This is perfect. No buzzes, no hums, no nonsense. It's just a simple to use universal power supply for pedals. Save yourself hundreds of dollars and get this. I'm so glad my friend introduced me to this product!",5,Don't pay $200 for other power supplies,1363132800,"03 13, 2013",5424,positive,Sound Quality | Ease of Use | Value for Price,no buzzes | no hums | simple | universal power supply,"Clean, simple universal pedal power supply that saves money over alternatives."
A2158NV89I72OP,B000RNB720,STEPHEN MOREAU,"[0, 0]","The One spot works very nicely for a pedal board chain. Everything needed came with the combo, making it ready to go right out of the box.",5,One spot does it all!,1393804800,"03 3, 2014",5427,positive,Ease of Use,pedal board chain | ready out of box | everything included,Complete pedal power solution that works well and requires no additional setup.
AOPFMCP5DXUK0,B000RNB720,Zachary Swanson,"[0, 0]",Does what it says. I have multiple pedals plugged to it and it can handle them. Much cheaper then buying loads of 9v batteries.,5,Works Great,1383264000,"11 1, 2013",5434,positive,Value for Price,multiple pedals | cheaper than batteries | handles load,Affordable power supply that handles multiple pedals better than buying batteries.
A2T305UHZJ21L1,B000RPUMII,Edgar Moses Jones,"[1, 1]",I have been trying to find a good vibrato pedal for a long time. I have bought $150 pedals and $100 pedals and I got this one for $25 and it blows all the others out of the water. The only down side to this pedal is that you either need to run it off a 9volt or the Behringer power supply. I couldn't get it to work properly with my pedalboard power or my Pyle-Pro PPDLP02 DC supply. The plastic case feels like it may break at anytime but aside from that I love this pedal more than a puppy playing a harp in the middle of a daisy field in Michigan.,4,A great Vibrato,1362960000,"03 11, 2013",5436,mixed,Pedal Function | Build Quality | Value for Price,vibrato pedal | excellent sound | plastic case fragile | power supply compatibility,"Exceptional vibrato sound at low price, but plastic construction feels fragile and has power supply limitations."
A2IFKMKKXV8AVU,B000RW0GT6,"Dan Dreifort ""REVIEW-BOT-9000""","[1, 1]","This is my first time buying a guitar without testing it first.I have no regrets.All of the positive reviews extolling the virtues of this excellent guitar model are spot on.If you're in the market, and don't have a grand to spend on a new acoustic guitar, get this North American made gem.You won't regret it.",5,Best Guitar for around $400,1370217600,"06 3, 2013",5456,positive,Sound Quality | Build Quality | Value for Price,North American made | excellent guitar | no regrets | affordable,High-quality North American-made acoustic guitar exceeds expectations at reasonable price.
A1YP96MT6W9FTB,B000RW0GT6,JPfromOH,"[4, 4]","Although not through Amazon.com, I recently purchased a Seagull S6 Original acoustic guitar. I compared this with a variety of other brands in the price range, as well as with the Seagull Entourage acoustic-electric which was also in the general price range. The S6 has a nicely consistent tone which, although maybe a little too bright for some players' tastes, projects very well. Some reviewers and guitarists with whom I've talked wonder how Seagull can produce instruments that sound as well as they do in North America for the price. I think that I found part of the answer when I looked inside some of the Seagulls. The braces do not look as uniform and neatly finished as they might on other guitars. Looking at the outside of the guitar and listening to it, though, you'd never know. I find the 1.8"" neck width at the nut to be great for fingerpicking work and left-hand fingering. It's a compromise between a more standard acoustic neck width and a classical guitar neck width. For me, it works. Some players who are more used to a more traditionally narrow neck might not appreciate this attribute of the guitar. Seagull does offer other models, by the way, that have a more traditional width. The slightly shorter scale reminds me of the scale Gibson uses on many of its electric guitar models: just shorter enough to better enable chord fingering, but not so short as to cause floppy strings. I couldn't be happier with the Seagull S6, especially for the price!",5,Wonderful Guitar!,1352764800,"11 13, 2012",5458,positive,Sound Quality | Fit and Sizing | Value for Price,consistent tone | projects well | wide neck | shorter scale | affordable,"Well-made guitar with balanced tone, comfortable neck width, and excellent value."
AAGD3GA9ZVPLQ,B000RW0GT6,mike n ike,"[3, 5]","I heard great things about the S6 and so, being a novice without any idea of what to buy, I bought it based upon reviews. I've played it for a year, and after spending many hours in guitar stores comparing guitars, here are my (humble) thoughts:- The Seagull is comparatively unattractive. Its snake-head headstock with the tiny, not-great tuners looks out of place on a dreadnaught guitar.- The cedar top is very nice looking, and the rosewood fretboard/bridge on mine are very nice.- The laminate sides/back seem much thicker than competing guitars, and this makes the guitar heavier and, to me, less &#34;alive&#34;/resonant during playing.- The satin-finished cedar top is very easy to marr.- The cedar is warm at low to mid strumming force, but at a heavy strum, the top seems to bottom out and lose definition.- The treble sounds tinny to me and the bottom end seems muddy.- The frets are smaller than competitors but are OK.- The binding is a sharp 90 degree angle without any radius to it so it cuts into the chest and arms after playing - something I've not encountered before.- I can get the action very, very low before the frets rattle - nice!All in all, it is an OK instrument that stands out simply because it's made in Canada for Asian/Mexican prices - that said, just because it comes from Canada doesn't embody it with mystical vibes. In fact, for the price range, I can get a just-as-good Asian/Mexican guitar with a nicer laminate back/front, Sitka spruce solid top wood, better tuners, and a more attractive headstock - with a gloss finish for durability and that sounds just as good.I don't regret getting it, but I feel like I overpaid for what I received, and while the brand might have been a great deal at last decade's exchange rates, I have seen much better guitars in shops for the same price. Seagull to me is over-hyped.Thanks for reading!",2,I don't quite like it.,1399420800,"05 7, 2014",5459,negative,Sound Quality | Build Quality | Durability | Fit and Sizing,unattractive headstock | tinny treble | muddy bass | sharp binding | overpaid,Disappointing build quality and sound issues make this overpriced compared to competing instruments.
A1WHGNU87BGJ2S,B000RW0GT6,"theRangel ""Mr. Prytania""","[21, 23]","I bought this guitar in 2005. It sounds and looks wonderful and manages to stay that way. I think this is a good guitar and when you think that something that might sound better would cost three to four times as much it is a great guitar for the value.This model has the cedar top. I love that sound vs the more typical spruce top on flattop guitars. It is a bit more mellow and has a hint of a classical guitar tone because of that. If you prefer the bright concert sound of a Martin then you'll not want this cedar top.Yes this guitar has an oiled finish. This allows the soundboard to really sing unimpeded. It also allows you to knock the heck out of it. Funny thing is that after five years there isn't much damage just a little arm wear. I think you'll like this guitar enough to not knock it around.The neck feels silky smooth. The frets are well placed and don't stab you by hanging over the neck a little which is what you'll get in other guitars in this price range. Paying to get the frets filed down is an additional expense on those competitors so beware when comparing.This doesn't come with a case so I bought a hard shell by the brand name ""Canadian"". Great case.When I bought it it really didn't need an adjustment but I took it to a local shop to make it perfect for me. I've also taken it in every other year for setting the action - checking and tweaking the neck - and getting the frets polished. I also use a humidifier in its case during the winter months in Chicago. Performing these tasks will prolong the life of your Seagull and your enjoyment of it.--------------------Update: 10/13/2012 update of my 2010 review. This guitar sounds even BETTER. I went to a handful of guitar stores looking for another acoustic ""just for fun"" and I had a few bucks burning a hole in my pocket. To my surprise all the guitars three times its price sounded vastly inferior. You see I learned that as you play a good wood guitar that over time it will ""open up"" and keep sounding better. Yet another reason to keep it humidified and taken care of. It will increase in value (to you at least).",5,Best value at this price point or even three times as much,1271462400,"04 17, 2010",5461,positive,Sound Quality | Build Quality | Durability | Value for Price,cedar top | mellow sound | oiled finish | improved over time | great value,Durable guitar with warm cedar tone that improves with age and maintenance.
A4BTCECGQAIUI,B000RW2DUQ,Amazon Customer,"[0, 0]","So if you want to play just in your garage this is really good for the price.I like it, it's ok, the sound is kind of a cold distortion. If you like warm sounds you should see something else.",4,Good!,1388880000,"01 5, 2014",5467,mixed,Sound Quality,good for price | cold distortion | garage use,Good value for garage use but produces cold distortion rather than warm tones.
A25QPZOMZTFFV8,B000RWJQRE,"Brian Tassina ""Brian Tassina""","[0, 0]",I am well pleased with the quality and performance of these cables. I have used them with my bands PA system and they work nicely. I would and do recommend them to anyone looking for quality at an affordable price.,5,GLS 3 ft audio xlr cables,1344988800,"08 15, 2012",5477,positive,Cable Quality | Value for Price,quality cables | affordable price | PA system compatible,High-quality cables at affordable price that work excellently with band PA systems.
A10B2J2IRQXBWA,B000RWJQRE,walter goodwyn,"[0, 0]","for any sound techs that like to make things simple and easy to work,these XLR jumper cables are the way to go, and the quality is impressive . I used them for a new set of wireless mike to jump into my 16 channel board and was it so easy, my mikes are color coded and my cable fitted right in with the same color code thus making it easy to identify from afar and easy to control on the mixing board.",5,audio soundman helper,1380326400,"09 28, 2013",5481,positive,Cable Quality | Ease of Use,XLR jumper cables | color coded | easy identification,Impressive quality XLR cables with color coding make setup simple and organization easy.
A3OXHLG6DIBRW8,B000RXN6SS,"C. Hill ""CFH""","[11, 11]","This OnStage ""Heavy Duty Guitar Stand"" is exactly what we were looking for to hold my son's acoustic guitar. Here are my observations:+ Easy to Setup; takes just a few seconds+ Sturdy; free standing design works well+ Neck Retainer; adds a degree of protection from accidental knocksThis is a great basic stand that works exactly like we hoped!Highly Recommended!CFH",5,Very Nice Gutar Stand - Highly Recommended,1290038400,"11 18, 2010",5484,positive,Stand Stability | Ease of Use,sturdy stand | easy setup | neck retainer protection,"Well-designed acoustic guitar stand that is sturdy, quick to set up, and provides neck protection."
