rating,date,variation,verified_reviews,feedback,row_id,sentiment,categories,keywords,summary
5,30-Jul-18,Black  Show,LOVE MY ECHO SHOW. Everything about this device is wonderful,1,959,positive,,love echo show | wonderful device | everything great,User expresses complete satisfaction with their Echo Show device.
5,30-Jul-18,White  Show,"Used to have fun with. Great to play music, turn on lights and who know what else.",1,960,positive,Alexa Skills and Features | Smart Home Integration,fun to use | play music | turn on lights,Device provides enjoyable music and smart home control capabilities.
5,30-Jul-18,Black  Show,"Works great , seems to be a delay bringing up ring cameras but sound and video quality are good",1,961,mixed,Video and Streaming | Sound Quality | Smart Home Integration,delay with ring cameras | good sound quality | good video quality,"Strong audio and video performance, but ring camera integration has noticeable delays."
5,30-Jul-18,White  Show,Works on great i use it with my Arlo security system,1,962,positive,Smart Home Integration,works great | Arlo security system integration,Device works well with Arlo security system integration.
5,30-Jul-18,Black  Show,"this is so fun! I really enjoy using it. I have it hooked up to one of my lights so I just tell Alexa when I want that on and off. also, it connects to my Spotify so I just have Alexa resume my playlist and we pick off right where we ended. I feel like there's even more I can do with this, so I'm excited to use it more!",1,963,positive,Alexa Skills and Features | Smart Home Integration,fun to use | light control | Spotify integration | voice commands,User enjoys voice-controlled lighting and Spotify integration with room for future exploration.
5,30-Jul-18,White  Show,"Upgraded from an original Echo on Prime Day and so far I love it. I'm sure I have a long way to go to maximize its utility, but for now I owe my marked increase in lyrical knowledge to this thing. Who knew Post Malone actually used words?!",1,964,positive,Alexa Skills and Features | Price and Deals,upgrade from original Echo | prime day deal | increased utility,Upgrade purchase provides enhanced features and improved functionality over original model.
3,30-Jul-18,Black  Show,You can't access YouTube! Why do consumer's have to pay for this argument! Why can't we just have a good product that offers what we need?,1,965,negative,Alexa Skills and Features,can't access YouTube | limited functionality | consumer frustration,User frustrated by inability to access YouTube on the device.
5,30-Jul-18,White  Show,Still learning about the Echo show but so far we love it. My 9 year old loves to cook and especially with his Aunt that lives out of state and now he can connect with her and they cook together.,1,966,positive,Video and Streaming | Alexa Skills and Features,love it | video calling | family cooking together,Family enjoys video connection features for remote cooking activities with relatives.
5,30-Jul-18,Black  Show,"I love having this on my desk. The fact that I can video with friends, listen to music with the words right there, and see my Amazon Cloud Cam feeds from one location is pretty spectacular. I got this one sale too, which was stellar. It has me thinking I need another one for the front room.",1,967,positive,Video and Streaming | Sound Quality | Price and Deals | Smart Home Integration,video calling | music with lyrics | camera feeds | sale price,"Multi-functional device delivers video calls, music display, and security camera viewing at good price."
5,30-Jul-18,Black  Show,Love my echo show! Great sound and picture. Does a great job thing in my entire echo collection!,1,968,positive,Sound Quality | Video and Streaming,love echo show | great sound | great picture,User praises excellent sound and picture quality integrated with their Echo collection.
4,30-Jul-18,White  Show,Can’t change voice of Echo,1,969,negative,Voice Recognition,cannot change voice | limited customization | voice settings,User unable to change the Echo's voice settings.
5,30-Jul-18,Black  Show,Does everything I could ask and more. Great product.,1,970,positive,Alexa Skills and Features,exceeds expectations | versatile | reliable performance,Excellent product that meets and surpasses user expectations.
5,30-Jul-18,Black  Show,I like how clear the screen is. Hi resolution,1,971,positive,Screen and Display,clear screen | high resolution | excellent display quality,"High-resolution display delivers clear, crisp visuals."
5,30-Jul-18,White  Show,It is so easy to use and is everything I hoped for,1,972,positive,Setup and Configuration | Alexa Skills and Features,easy to use | intuitive interface | met expectations,Simple to use and fulfills all user hopes and needs.
5,30-Jul-18,White  Show,"I love the Echo Show. I’m going off to live on campus for school in the fall and we got two of these to serve as an easy way to connect. Some people might not like the camera but that makes little sense. We carry devices with cameras all the time. The only difference here is that the item is stationary. My family and I also find the drop-in feature a comfort rather than an invasion of privacy. It’s definitely a source of relief to my parents that they can so easily pop in onme and visa versa.I’d also like to thank Amazon for including their VoiceView screen reader on the device. The Show would be a lot less blind friendly, even with Alexa present, if they hadn’t included that.We are an echo-loving household with two dots, three echos, and now two Shows. I wouldn’t be surprised if we got more in the future for ourselves or loved ones. Thanks, Amazon!",1,973,positive,Smart Home Integration | Device Reliability | Alexa Skills and Features,drop-in feature | family connectivity | VoiceView accessibility | multiple devices,Echo Show excels at family communication and includes helpful accessibility features.
5,30-Jul-18,Black  Show,I love it it is awesome,1,974,positive,Alexa Skills and Features,excellent | enjoyable | great product,User loves the Echo and finds it awesome.
5,30-Jul-18,Black  Show,Very Good to be able to listen to Every single song at any time in Amazon's vast library. We're only just beginning to know everything Echo Show has to offer. Well worth the price!! Alexa is very helpful.,1,975,positive,Video and Streaming | Alexa Skills and Features | Price and Deals,vast music library | helpful Alexa | worthwhile investment,Impressive music library and helpful Alexa features justify the purchase price.
5,30-Jul-18,Black  Show,"Great sound and the screen is nice to actually see time, trivia, etc.",1,976,positive,Sound Quality | Screen and Display,great sound | nice screen | displays time and trivia,Excellent sound quality and useful screen for displaying information.
5,30-Jul-18,Black  Show,This has been perfect for being able to see my canary cameras and that’s exactly what I wanted! I have been happy with all my Alexa’s because we have several and this is a great addition.,1,977,positive,Smart Home Integration | Video and Streaming | Device Reliability,camera integration | smart home compatibility | multiple Alexa devices,Perfect for viewing security cameras and complements existing Alexa ecosystem.
5,30-Jul-18,Black  Show,I really love this item! So much fun!,1,978,positive,Alexa Skills and Features,fun to use | enjoyable experience | highly satisfied,User loves the Echo and finds it fun and entertaining.
4,30-Jul-18,Black  Show,I agree ...YouTube should be on there.,1,979,negative,Video and Streaming,YouTube missing | should be available,Reviewer wishes YouTube were available on the device.
4,30-Jul-18,White  Show,"We like it a lot, sound is better than the original echo, the bass feels deeper. The screen is cool, though, havent got a lot of use out of it though.",1,980,positive,Sound Quality | Screen and Display,better sound quality | deeper bass | cool screen,"Improved sound quality with deeper bass and nice screen, though screen underutilized."
5,30-Jul-18,Black  Show,Good sound! The capacity of join different apps to make work your smart home,1,981,positive,Sound Quality | Smart Home Integration,good sound | app integration | smart home control,Good sound quality and ability to integrate multiple apps for smart home control.
4,30-Jul-18,Black  Show,"Great addition to the Alexa family, just wish it could use the screen more than backgrounds. Don't get me wrong I don't regret buying it especially for the primeday sale of $100 off sale price but for now the skills for the show are lacking.",1,982,mixed,Screen and Display | Alexa Skills and Features | Price and Deals,great device | limited screen usage | lacking skills | good sale price,"Good purchase at sale price, but screen capabilities and available skills are limited."
5,30-Jul-18,Black  Show,I've had previous experience with the echo Dot and this just blows all previous expectations out of the water!It's great since it can play videos and music from multiple sources and the speakers are pretty loud.,1,983,positive,Sound Quality | Video and Streaming,exceeds expectations | videos and music | loud speakers,Far exceeds expectations with loud speakers and ability to play videos and music.
5,30-Jul-18,White  Show,"Love the echo show, can keep I can video chat with the kids and grandkids. I have it in the kitchen, so when I run out of something I have Alexa to add it to my grocery list. I use it for everything. Was very easy to set up",1,984,positive,Smart Home Integration | Setup and Configuration | Video and Streaming,video chat capability | grocery list management | easy setup,"Versatile device enabling video calls, grocery lists, and easy setup for daily use."
4,30-Jul-18,Black  Show,I’m really hoping for skills that take advantage of the shows touch screen. There’s an incredible amount of untapped potential locked behind the restrictions. Make use of the best part of having the show and enable skills to navigate by touch please!,1,985,negative,Screen and Display | Alexa Skills and Features,untapped potential | limited touch screen skills | restricted functionality,Touch screen potential remains largely untapped due to insufficient skill support.
5,30-Jul-18,Black  Show,Love it l. I plan on getting an echo for the kitchen.,1,986,positive,,loves it | planning purchase | satisfied,Customer loves the device and plans to buy another for kitchen.
3,30-Jul-18,Black  Show,It does not pick up my voice unless I yell most times.,1,987,negative,Voice Recognition,poor voice recognition | must yell | unreliable pickup,Voice recognition fails unless speaking loudly.
1,30-Jul-18,Black  Show,Fire HD does so much more. Over priced pair of speakers.,0,988,negative,Price and Deals,overpriced | limited functionality | competitor comparison,Device is overpriced with fewer capabilities than Fire HD tablets.
3,30-Jul-18,Black  Show,"Seems to be a good product but, unable to play music in sync with my Sonos system. Sonos doesn't seem to recognize it at all.",1,989,negative,Smart Home Integration,unable to sync with Sonos | Sonos doesn't recognize | music playback issue,"Product fails to sync with Sonos system, which doesn't recognize the device."
5,30-Jul-18,Black  Show,Great product. Like the apps that I can connect to it.,1,990,positive,Alexa Skills and Features,good product | apps connectivity | multiple app integration,Great product with useful apps that connect seamlessly.
5,30-Jul-18,Black  Show,I love it now able to talk to my grandson with ease and the picture quality is great,1,991,positive,Video and Streaming,easy communication with family | picture quality | video calling,Excellent for family video calls with great picture quality.
5,30-Jul-18,Black  Show,"Love it! Easy setup and I can ‘Drop in’ on my daughter and son-in-law who live in St. Louis anytime. Everyone loves to have their mother drop in, right 😎",1,992,positive,Setup and Configuration | Video and Streaming,easy setup | drop-in feature | video communication,Easy to set up with convenient drop-in feature for family video calls.
4,30-Jul-18,White  Show,I use this to control my smart home.,1,993,positive,Smart Home Integration,smart home control | device control,Effectively controls smart home devices.
4,30-Jul-18,Black  Show,"Show has been great. Still learning what it can do, but being able to watch videos, talk face to face with others are not features.",1,994,positive,Video and Streaming,video playback | face-to-face communication | learning features,Excellent device for video watching and face-to-face communication.
5,30-Jul-18,Black  Show,Wish I bought one for work too,1,995,positive,,satisfied with purchase | work utility | would repurchase,Customer satisfied enough to consider buying another for work.
1,30-Jul-18,Black  Show,"Very intrusive, so I turn it off",0,996,negative,,intrusive | turned off | unwanted behavior,"Device exhibits intrusive behavior, requiring customer to disable it."
4,30-Jul-18,Black  Show,Works well. Not thrilled that most of the apps have to be paid for seprately.,1,997,mixed,Alexa Skills and Features | Price and Deals,works well | paid apps required | separate cost for features,Works well but most apps require additional paid subscriptions.
5,30-Jul-18,White  Show,"Love being able to see, as well as hear things. Sound is better, too!",1,998,positive,Sound Quality | Video and Streaming,audio and video | improved sound quality | enhanced features,Excellent audio and video capabilities with notably improved sound quality.
5,30-Jul-18,Black  Show,Just like any other echo. Doesn’t disappoint,1,999,positive,Device Reliability,reliable | consistent performance | meets expectations,Device performs reliably like other Echo models without disappointment.
4,30-Jul-18,Black  Show,"Nice picture good sound but the mics are not as sensitive as a dot, my dots can hear me from across the house the Show does not, that being said I LOVE the show!!I can watch TV and movies while in tg ed kitchen, have the News playing or Music....love....it !!",1,1000,mixed,Voice Recognition | Sound Quality | Video and Streaming,less sensitive mics | good sound | loves video features | TV and movies,Mics less sensitive than Dot but excellent video features and sound quality overall.
4,30-Jul-18,White  Show,"I basically use it to play music and tell me the news..its sometimes hard to communicate with it, if i dont say the command correctly, but i realize its learning my style of speaking and will do some commands even though i dont say them exactly as i should.",1,1001,mixed,Voice Recognition | Alexa Skills and Features,music and news playback | voice command difficulties | improving recognition,"Works for basic tasks but requires precise commands, improving with continued use."
5,30-Jul-18,White  Show,Upgraded from echo to echo show.,1,1002,positive,,upgraded from basic echo | positive transition,User upgraded from standard Echo to Echo Show.
5,30-Jul-18,Black  Show,"I love the Echo Show!! I have the dot and have been using that for the last 6 months, but the Show is so much better. The sound quality is amazing and the screen resolution is like watching a mini 4K tv. I love being able to see my timers, events and list instead of having them read to me. I purchased this on prime day, and it is worth every penny. When the dot was given to me, I thought ""this is a cute novelty, but I'll probably never use it"". Was I wrong!! Echo is part of my daily routine, and has made my life so much easier.",1,1003,positive,Sound Quality | Screen and Display | Alexa Skills and Features | Price and Deals,amazing sound quality | mini 4K resolution | visual timers and lists | worth the price,"Excellent sound and screen quality with useful visual features, vastly improved experience."
5,30-Jul-18,Black  Show,"So far I’m very pleased with my Echo Show. The problem is, there’s so much it can do that I haven’t been able to explore the extent of its abilities! I got the special price as part of the Prime Day promotion...and you just can’t beat what you get for the price. Very pleased with the sound. The video screen is sharp. Sometimes it takes a few tries to get Alexa to perform a command...but as I get to know the system better, I’m hoping that will improve. One drawback in the music...I’ve noticed a lot of the songs from years past, are re-recordings by the original artist...but not the original recording itself. Example: Secret Agent Man by Johnny Rivers...a “live”version is used, not the original version. If I’m going to pay for Prime Music...I’d like to hear the original version of songs...not later recordings. Or at least give me a choice of what I want to hear. Otherwise, I am very pleased with my Echo Show. So pleased in fact, that I bought a second one!",1,1004,mixed,Sound Quality | Screen and Display | Voice Recognition | Price and Deals | Alexa Skills and Features,sharp video screen | great price | voice command learning curve | music re-recordings issue,Pleased with sound and display; occasional voice recognition issues and music catalog concerns.
5,30-Jul-18,Black  Show,"I like everything, about this ! Im still learning how to use it!",1,1005,positive,Alexa Skills and Features,likes all features | learning curve | positive experience,User enjoys the device and is actively learning its capabilities.
2,29-Jul-18,Black  Show,"It's like having another kid in the house; I have to constantly repeat myself.I can tell Alexa to do something clear as day, and according to the history, she hears something comeletely different.The device is really cool, and I like the concept, which is why it gets two stars. However, it just doesn't work as intended.I find myself irritated more often than not when I use this device.",0,1006,negative,Voice Recognition,poor voice recognition | frequent miscommunication | frustrating repetition,"Voice recognition fails frequently, causing frustration despite liking the concept."
5,29-Jul-18,White  Show,It's great sound and video quality,1,1007,positive,Sound Quality | Screen and Display,great sound quality | great video quality,Excellent sound and video quality overall.
1,29-Jul-18,Black  Show,The way the music sounds is poor quality,0,1008,negative,Sound Quality,poor music quality | sound issues,Music audio quality is poor.
4,29-Jul-18,Black  Show,"It does everything the Echo does, and more. Although I haven't and probably won't use the video functions. I had hoped that the display would be allow for more customization. It does not and is very limited. I would like the clock and weather to display in large text all of the time, it only displays in very small text. It also always has a line that says &#34;Tell Alexa to do this, or that&#34;, tips at the bottom of the screen. I would like to see that go away, but it won't. Sound quality is good, not as good as the big Echo, but good enough. I bought it on sale and think I got value for what I paid. I would have been disappointment had I of paid full price.",1,1009,mixed,Screen and Display | Sound Quality | Price and Deals,display customization limited | small text for clock and weather | good sound quality | value on sale,"Good device with capable features and adequate sound, but display customization is frustratingly limited."
4,29-Jul-18,Black  Show,I enjoy this thing. Its learning,1,1010,positive,Alexa Skills and Features,enjoys using it | learning capabilities,User enjoys the device and appreciates its learning features.
5,29-Jul-18,Black  Show,Am very happy now that i can see.,1,1011,positive,Screen and Display,happy with screen | can see information,User is satisfied with the ability to view information on the display.
2,29-Jul-18,Black  Show,All of my echo devices stopped communicating properly with Sonos devices upon connecting the echo show to my account. Asking any echo device to play music on Sonos baffled the system that had previously worked flawlessly. This went on for two weeks until I eventually solved the problem that neither Amazon nor Sonos could figure out.,0,1012,negative,Smart Home Integration | Device Reliability | Warranty and Support,Sonos integration broken | communication failure | unresolved support issue,Device caused smart home integration failures with Sonos that neither Amazon nor Sonos support could resolve.
5,29-Jul-18,White  Show,"So far, I like it. It is better than I expecting it.",1,1013,positive,,satisfied | better than expected,User is happy with the device as it exceeded their expectations.
4,29-Jul-18,Black  Show,Doesn't always respond to the wake word. This is my 3rd echo product and I have to say I am A little disappointed. Alexa voice assistant is great when it comes to controlling a connected home but has a lot to learn from google assistant when it comes to getting answers for search queries.,1,1014,negative,Voice Recognition | Alexa Skills and Features,unreliable wake word detection | limited search capabilities | disappointing performance,Device has inconsistent wake word recognition and inferior search results compared to Google Assistant.
3,29-Jul-18,Black  Show,"After two weeks I am not sure if I like the ever present Alexa to have a screen as well. I bought it to be a abay monitor combined with a wifi camera, and that works. But the screen is always on unless you tell it to turn it off - instead of just a talking cylinder you now have a mini screen that not only talks to you but also writes out everything it says or shows accompanying video. There is something about only audio that made Alexa different, no I some ways it is a TV that you can talk to.",1,1015,mixed,Screen and Display | Video and Streaming,screen always on | baby monitor function works | mixed about display always active,Baby monitor feature works but the always-on screen changes the audio-only experience significantly.
5,29-Jul-18,White  Show,Love being able to read the lyrics of my favorite songs.,1,1016,positive,Video and Streaming | Alexa Skills and Features,lyrics display | music enjoyment,User loves the ability to read song lyrics on the display.
5,29-Jul-18,Black  Show,"This thing is awesome for grocery lists, paired with the AnyList app. The flash briefing is very good too. My only complaint is that once you pause something, Alexa decides that you no longer want to listen to that thing. Forever. All in all, definitely worth the purchase.",1,1017,positive,Alexa Skills and Features,grocery lists with AnyList | flash briefing feature | worth the purchase,"Excellent for grocery lists and flash briefing, though it has a minor issue with paused content."
5,29-Jul-18,Black  Show,"Works great, video call function nice when communicating through drop-in",1,1018,positive,Video and Streaming,works great | video calls | drop-in feature,Device performs well with video call and drop-in communication features.
5,29-Jul-18,Black  Show,As you can see Echo Show is in kitchen. It far exceeds my expectation. There’s a wealth of information about any topic. If is customizable for sound and video. I also have Echo and Echo Dot. You can group them and have hole house music. Still not done exploring all it can do love it. Perfect for getting recipes so you can see them while you’re preparing to cook.,1,1019,positive,Alexa Skills and Features | Sound Quality | Video and Streaming | Smart Home Integration,exceeds expectations | customizable sound and video | whole house music | recipes with visuals,Echo Show far exceeds expectations with customizable features and excellent recipe display capabilities.
5,29-Jul-18,Black  Show,Absolutely LOVE my Echo Show! It is awesome and works great with my Ring Video Spotlight Cams! Music on demand and so many more features that I have yet to explore!!!,1,1020,positive,Alexa Skills and Features | Smart Home Integration | Video and Streaming,works great with Ring cameras | music on demand | many features to explore,Echo Show works excellently with Ring cameras and offers numerous features including music on demand.
5,29-Jul-18,White  Show,Absolutely love it! I use it for everything!I tell my friends and clients that it’s the daughter I never had. I ask her to do something and she doesn’t complain! I wish I bought the 2package deal :( I truly needed one in my work room. I kick myself for it.,1,1021,positive,Alexa Skills and Features,use it for everything | reliable assistant | wished for multiple units,Loves using Echo Show for everything and wishes she had purchased the two-package deal.
5,29-Jul-18,White  Show,"We love having this in our kitchen! Very convenient to look up recipes, listen to the news, or watch prime video while I'm cooking",1,1022,positive,Alexa Skills and Features | Video and Streaming,convenient kitchen use | recipe lookup | watch prime video while cooking,"Echo Show is convenient in the kitchen for recipes, news, and video streaming while cooking."
1,29-Jul-18,White  Show,"Always wanted one,till I got one, it's not at all what it's cracked up to be, it's hard to navigate I actually like the dot better.",0,1023,negative,Voice Recognition | Design and Appearance,not what expected | hard to navigate | prefers Echo Dot,Echo Show disappoints with difficult navigation; user prefers the simpler Echo Dot.
5,29-Jul-18,Black  Show,This is my fourth Echo (original and two dots). It's the best.... Decent speaker... Fun graphics...,1,1024,positive,Sound Quality | Design and Appearance,fourth Echo device | decent speaker | fun graphics,Fourth Echo purchase; user appreciates the decent speaker quality and fun graphics display.
5,29-Jul-18,Black  Show,I loved talking it out of the box and being able to easily set up.,1,1025,positive,Setup and Configuration,easy out of box setup,Echo Show offers easy out-of-box setup and immediate functionality.
5,29-Jul-18,Black  Show,Easy to setup and use. The ability to play video is huge addition on Alexa device family,1,1026,positive,Setup and Configuration | Video and Streaming,easy to setup and use | video playback capability,Echo Show is easy to set up and use with valuable video playback capabilities.
2,29-Jul-18,Black  Show,"Echo Show is said to work with certain apps but,NOT!!! Cozi state works with Echo Show, but the Cozi Family’s doesn’t very well, Amazon needs to go back to drawing board, it would be such a needed piece of technology, but it lacks the essential, please fix. Cost of the Echo Show was marvelous . Got Echo Show to take on shopping list but that is all so far, adding items to list has long lag, and it not my router being slow, my provider speed is !GB, speed not a problem, but before new items is updated on Cozi is very slow. Help is needed to get it updated to A1 working conditioning.",0,1027,negative,Alexa Skills and Features | Device Reliability,app compatibility issues | Cozi Family app problems | slow lag times | needs fixing,Echo Show has poor compatibility with certain apps and experiences significant lag with shopping list updates.
4,29-Jul-18,Black  Show,"All the music I can listen too, Also the movie I can watch I can see my ring doorbell .",1,1028,positive,Alexa Skills and Features | Video and Streaming | Smart Home Integration,music streaming | movie watching | Ring doorbell integration,"Echo Show provides music, movies, and Ring doorbell camera viewing capabilities."
5,29-Jul-18,Black  Show,No enough video options,1,1029,negative,Video and Streaming,insufficient video options | limited selection,Device lacks adequate video content options.
4,29-Jul-18,Black  Show,I took advantage of prime Friday and decided to take a chance and purchase one. I enjoy the features it comes with. I'm sorry I didn't purchase two of them Well worth the money. Its looks great on my nightstand. Every night it puts me to steep with sleeping music. Happy customer!,1,1030,positive,Price and Deals | Design and Appearance | Alexa Skills and Features,prime day purchase | great features | sleeping music | looks great,"Satisfied customer enjoys features, design, and sleeping music functionality."
5,29-Jul-18,Black  Show,The music...the shopping list and the sound....,1,1031,positive,Sound Quality | Alexa Skills and Features,music quality | shopping list | sound,"Customer appreciates music, shopping list, and sound capabilities."
5,29-Jul-18,Black  Show,"diversity, so many things to see and hear. Wealth of information",1,1032,positive,Alexa Skills and Features,diverse features | information access | variety,User enjoys the wealth of diverse features and information available.
5,29-Jul-18,Black  Show,Love it. Thanks Amazon. You guys rock!!,1,1033,positive,,loves device | satisfied | positive experience,Customer expresses strong satisfaction with the device.
2,29-Jul-18,Black  Show,"Disappointed that this device Is not able to access youtube as of Dec 2017. I wasn’t aware of that when I purchased it. I’ve had problems with my device. The voice stops working throughout the day. I can see it trying to respond to me, because the window it opens contains the info I asked about, but it’s like the device gets stuck in the process. It stops working, and the blue bar just flashes. I keep having to unplug and restart the device. Once I do that, it starts working again. So irritating. This device could really be a great device if Google and Amazon would act like grownups...",0,1034,negative,Video and Streaming | Voice Recognition | Device Reliability,youtube unavailable | voice stops working | device freezes | constant restarts,Device lacks YouTube access and experiences frequent voice recognition failures requiring restarts.
1,29-Jul-18,Black  Show,Returned from repair with No repair done. It has a problem which requires it to be on for a while for the defective part to show itself.I sent it for repair and got it back without being fixed. The site gives no option to complain from the page.I have a echo spot which works perfectly in the same position.,0,1035,negative,Warranty and Support | Device Reliability,repair not completed | defective part | poor support,Device returned from repair without fixes being applied.
5,29-Jul-18,Black  Show,I like the design and the visuals!,1,1036,positive,Design and Appearance | Screen and Display,design quality | visuals | appearance,Customer appreciates the device's design and visual display.
5,29-Jul-18,Black  Show,"I haven't had my show very long or used it a lot, but I love it! I use it to set timers when cooking because my stove is being finicky and not wanting to work most of the time. I also use it to check for different recipes, listen to music and my all time favorite.... telling everyone it is time for dinner. My son gets a real kick out of that!I know a lot of people are expecting more out of their shows then it is possible to at the moment, but remember the original echo didn't have what it has now when it first came out. I see that Amazon is adding new stuff all the time and soon I am sure it will have all that we want very soon.... maybe even things we haven't thought of!I do wish it was a bit more user friendly. I still haven't figured out how to video chat with my cousin in North Carolina who also has one, and when I tried to call my son's dot it went to video chat immediately, last I looked, dots don't have video screens!Another thing that needs to be addressed is when my husband tried to have the one in our bedroom play thunderstorm sounds to help him go to sleep, it tried to get him to buy an app instead of playing the skill I had enabled that was free. So now he is a bit worried to use it again. That needs to be fixed.I do have to say that all in all I am very happy with my Echo Show!",1,1037,mixed,Alexa Skills and Features | Setup and Configuration | Video and Streaming | Advertising and Promotions,timers useful | music access | user-friendly issues | video chat problems | unwanted app purchase prompts,"Likes core features but frustrated by setup complexity, video chat issues, and unexpected app purchase suggestions."
5,29-Jul-18,White  Show,I have not had it very long. It's my first Alexa thing. I sure like what I have done with it so far there is a lot to learn and play with,1,1038,positive,Alexa Skills and Features,learning curve | enjoyable experience | many features,New user enjoys exploring device features and functionality.
5,29-Jul-18,Black  Show,Works great and has been fun to use.,1,1039,positive,,works great | fun to use,Device works great and is enjoyable to use.
5,29-Jul-18,White  Show,This is the best of my echo devices and I own a spot a dot and echo,1,1040,positive,,best Echo device | owns multiple Echo devices,This is the best Echo device the reviewer owns among several.
4,29-Jul-18,Black  Show,Having the large screen really majes this an enjoyable experience. Only thing it’s missing is youtube.,1,1041,mixed,Screen and Display,large screen enjoyable | missing YouTube,Large screen enhances experience but YouTube availability is lacking.
3,29-Jul-18,White  Show,"I bought it to go with my security camera system, but it did not perform like I thought it would. It doesn't alert us when someone is at the door. Also, I can't talk to the person at the door through the echo show, only through my cell phone.",1,1042,negative,Smart Home Integration,doesn't alert door visits | can't talk through device | poor performance,Device fails to alert users and doesn't support two-way door communication.
1,29-Jul-18,Black  Show,"Great device, features are awesome, the interaction is fantastic. Home automation works perfect if you link up your accounts correctly. My only issue is out of (4) Echo Shows (2) of them have been sent off for repair because of the screen glitching!! These are less than 3 months old and already having issues!First repairs were sent off and they “updated the firmware” when I got the device back nothing worked, I had to update to the newest firmware for it to work again. Then (2) weeks later the glitch starts up again!I love the show but I’m getting really frustrated with the glitching.",0,1043,mixed,Device Reliability | Smart Home Integration | Alexa Skills and Features,great features | home automation works | screen glitching issues | firmware problems,Excellent features and performance marred by recurring screen glitches despite repairs.
5,29-Jul-18,Black  Show,Super fun !! I ty is what I was expecting,1,1044,positive,,super fun | as expected,Device is fun and meets expectations.
5,29-Jul-18,White  Show,I love this so much!! Alexa is even better when she can show you things!,1,1045,positive,Screen and Display,love it | visual display | Alexa better with screen,Visual display makes Alexa even better and reviewable loves the device.
5,29-Jul-18,Black  Show,I have the echo but got 2 show. 1 for my Daughter. Absolutely love it. Especially for the video chat.,1,1046,positive,Video and Streaming,absolutely love | video chat | family use,"Family loves the device, especially for video chat capabilities."
5,29-Jul-18,Black  Show,"I've had an Alexa Dot for some time but I'm really enjoying the Alexa Show. It's great to have a visual whether it's a song or the weather. Played Jeapordy, but I'm not good at it. You do learn trivia and no one's watching! Love that recipes are visible and movies are available. Haven't had it long enough to try everything.",1,1047,positive,Screen and Display | Alexa Skills and Features,visual display | Jeopardy game | visible recipes | weather display,"Visual features for songs, weather, recipes, and games significantly enhance Alexa experience."
5,29-Jul-18,Black  Show,Got this on Amazon prime with the ring pro. Work really great. Being the lazy guy I am I don't need to go see who at my door anymore while I'm gaming.,1,1048,positive,Smart Home Integration,works great | Ring Pro integration | door monitoring convenience,Works perfectly with Ring Pro for easy door monitoring while gaming.
5,29-Jul-18,Black  Show,"We originally got the Show to video chat family members, and it works great for that. We have found that we really like checking things hands-free like the weather and recipes. So far we have really liked the Show, and would recommend it!",1,1049,positive,Video and Streaming | Alexa Skills and Features,video chat family | hands-free weather | recipes | works great,Great for video chatting family and hands-free weather and recipe access.
5,29-Jul-18,Black  Show,Easy setup. Was up and running in minutes. The learning feature is outstanding. Now I know why Amazon is so far ahead of the competition.,1,1050,positive,Setup and Configuration | Alexa Skills and Features,easy setup | minutes to run | learning feature | outstanding,Easy setup and outstanding learning features make it competitive.
1,29-Jul-18,Black  Show,"I bought this product hoping that Alexa would be pretty well developed and far enough along, therefore expecting her to be responsive. This $100 piece of crap doesnt even know how to respond to a question that amazon themselves told me to ask her. (Echo buttons manual, see Step 3.) The device has potential given it has a big screen, decent sound but for 200 bucks, I would never reccomend it. Even for the $100 I spent, I feel like I got shorted. Oh and lastly, the device is pretty useless without a prime membership. I linked my personal account to it and the thing was literally a decorated bluetooth speaker. I went on the family account (this one) and got it to work minimal. Oh, and even with our prime membership, you have to have a music pass or something that's an extra 3.99 a month, leaving this item a subscription nightmare, and a overpriced, decorated bluetooth speaker in my eyes. I would give it zero stars if I could.",0,1051,negative,Alexa Skills and Features | Price and Deals,unresponsive | overpriced | subscription costs | useless without Prime,Unresponsive Alexa and excessive subscription requirements make it overpriced.
5,29-Jul-18,White  Show,"quite nice...clear, great sound.",1,1052,positive,Sound Quality,clear | great sound,Clear display with great sound quality.
5,29-Jul-18,Black  Show,"Versatile use, can watch movies or news. Able to use as remote for vehicle. Or use as a communication hub for the home. Great produc!!!",1,1053,positive,Video and Streaming | Smart Home Integration,watch movies | news | vehicle remote | communication hub,"Versatile device for movies, news, vehicle control, and home communication."
5,29-Jul-18,Black  Show,I bought two. One for me and one for my daughter who lives in another state. We love it!!,1,1054,positive,Gift Purchase,bought two | daughter | another state | love it,Great gift for staying connected with family in different states.
1,29-Jul-18,White  Show,"Our family bought several of these to help communicate with older parents and grandparents who need simpler devices than a full-fledged tablet. What fantastic potential these have - for digital photo screen, video calls, easy accesss to music, audio books, etc. However, once we have them setup, we discovered the huge lurking negative. Amazon forces you to view continous spam on the home screen promoting all their Alexa features. You can turn off many other things in settins, but you cannot turn off &#34;Things to Try&#34;. Instead of a beautiful digital photo screen with weather and time ... we now constantly have a spam ad across the home screen that says, &#34;Try ......&#34;. AMAZON, please listen to your customers and offer a setting to turn off this SPAM!",0,1055,mixed,Advertising and Promotions | Alexa Skills and Features,fantastic potential | video calls | continuous spam | Things to Try ads,Excellent device potential undermined by unavoidable promotional spam on home screen.
